Branch,Percentage_10th,Percentage_12th,Career_Goal,Course Type,Skills,Category,Title
ECE,75,75,iot developer,Specialization,integrative healthcare wellbeing patientcentered care improved symptom management evidencebased practice symptom management healthcare stress management pain management wholeperson care mindfulness integrative medicine,Health,Integrative Nursing Specialization
CSIT,85,85,web developer,Specialization,confidence communication leadership strategic hr leadership human resources hr,Business,Inspirational Leadership: Leading with Sense Specialization
CSIT,85,85,web developer,Course,web designhtmljavascriptcascading style sheets css,Computer Science,Web Design for Everybody Capstone
ECE,85,75,signal processing engineer,Course,business communicationcommunicationcommunications management,Business,Communication in the 21st Century Workplace
MCA,75,65,web developer,Course,bioinformaticssamtoolsunixcommandline interface,Data Science,Command Line Tools for Genomic Data Science
CS,85,95,data scientist,Specialization,shiny dashboards data analysis and modelling r programmin language data visualization dataviz sql rdbms data science r programming select sql relational databases rdbms data analysis statistical analysis linear regression,Data Science,Applied Data Science with R Specialization
MCA,65,50,web developer,Professional Certificate,linuxcloud hostingweb developmentbash unix shellpython programmingapplication programming interfaces apicomputer programmingdjango web framework,Computer Science,Desarrollador back-end de Meta Professional Certificate
CSME,85,85,automation engineer,Course,basic python data structuresfundamental programming conceptsbasic python syntaxpython programmingobjectoriented programming oop,Information Technology,Crash Course on Python
MCA,65,50,web developer,Specialization,jquery web application development hypertext preprocessor php javascript mysql html cascading style sheets css phpmyadmin relational database sql create read update and delete,Computer Science,Web Applications for Everybody Specialization
CSIT,85,85,web developer,Course,user authenticationsessions and cookiesonetomany modelsdata validationdjango web framework,Computer Science,Django Features and Libraries
ME,75,75,design engineer,Course,analog hardwarepressure and force sensorssensor architecturepsoc programmingcircuit design,Physical Science and Engineering,"Pressure, Force, Motion, and Humidity Sensors "
ECE,75,75,iot developer,Specialization,experimental design statistical methods for process and product improvement design of experiments experiment design designing experiments,Data Science,Design of Experiments Specialization
CSIT,85,75,web developer,Specialization,web development cascading style sheets css html javascript responsive web design web design web accessibility html style sheets document object model dom bootstrap frontend framework,Computer Science,Web Design for Everybody: Basics of Web Development & Coding Specialization
IT,85,75,web developer,Course,react javascript librarydata managementapplication developmentrest apis,Computer Science,Working with Data
CSIT,85,85,devops engineer,Specialization,video game development game programming unreal engine user interface c programming language,Computer Science,C++ Programming for Unreal Game Development Specialization
ECE,85,95,signal processing engineer,Specialization,english language pronunciation,Language Learning,The Pronunciation of American English Specialization
IT,85,75,data analyst,Specialization,data analysis microsoft excel data visualization dataviz data cleansing big data power bi,Business,Excel Skills for Data Analytics and Visualization Specialization
IT,85,85,cloud engineer,Specialization,continuous integration devops monitoring and logging continuous delivery microservices aws identity and access management networking on aws aws management console cloud computing aws security test automation aws cloud,Computer Science,DevOps on AWS Specialization
ECE,75,75,embedded systems engineer,Course,social skillsprofessional developmentpeople skillssoft skillseffective communication,Personal Development,People and Soft Skills Assessment 
ECE,85,95,signal processing engineer,Course,statisticsdata analysisr programmingbiostatistics,Data Science,Statistics for Genomic Data Science
CS,85,95,data scientist,Specialization,geographic information system gis satellite imagery analysis model building spatial visualization spatial analysis data analysis data visualization dataviz software analytics workflow data management,Data Science,Geographic Information Systems  (GIS) Specialization
IT,75,85,software engineer,Specialization,data collection cluster sampling r programming missing data data quality data analysis data generating process,Data Science,Survey Data Collection and Analytics  Specialization
CS,85,85,cybersecurity analyst,Course,intellectual propertycybersecuritycontract negotiationscontract lawcloud computing,Social Sciences,Cloud Computing Law: Transactions
CSIT,85,85,devops engineer,Course,communicationbusiness writingpresentationpublic speaking,Business,Successful Presentation
CS,85,95,data scientist,Specialization,github machine learning r programming regression analysis data science rstudio data analysis debugging data manipulation regular expression regex data cleansing cluster analysis,Data Science,Data Science Specialization
IT,85,85,cloud engineer,Course,cloud storagedata storegoogle cloud platformcloud computing,Computer Science,Getting Started With Application Development
CS,85,85,ai engineer,Specialization,artificial intelligence ai machine learning management analytics fraud prevention,Business,AI For Business Specialization
MCA,75,65,software developer,Course,project managementprocurementrisk management planproject risk management,Business,"Engineering Project Management: Risk, Quality, Teams, and Procurement"
