Branch,Percentage_10th,Percentage_12th,Course Type,Skills,Category,Skills_Count,Academic_Score
MCA,75,65,Specialization,web development react web framework html and css mobile development javascript testdriven development frontend web development objectoriented programming oop linux bash unix shell github version control,Computer Science,26,69.0
CS,85,95,Course,data sciencedeep learningmachine learningbig datadata mining,Data Science,6,91.0
CSIT,75,75,Course,software testingunit testingandroid software developmentjunit,Computer Science,5,75.0
CSIT,85,85,Course,web applicationpython programmingjupyter notebookscloudhosted notebookscommandline interface,Information Technology,6,85.0
ECE,85,75,Course,simulationmathematical optimizationsolverdecision tree,Business,3,79.0
CS,85,85,Specialization,data clustering algorithms machine learning classification algorithms decision tree python programming machine learning concepts deep learning linear regression ridge regression lasso statistics regression analysis logistic regression,Data Science,26,85.0
CSIT,85,75,Course,confidence intervalstatistical hypothesis testingp valuessampling,Health,5,79.0
CS,85,95,Course,statisticsr programmingrstudioexploratory data analysis,Data Science,4,91.0
CS,85,85,Course,tensorflowbigquerygoogle cloud platformcloud computing,Data Science,4,85.0
CSIT,85,85,Specialization,data analysis microsoft excel data visualization dataviz data cleansing big data power bi,Business,13,85.0
ECE,75,75,Specialization,python programming device programming raspberry pi machine learning internet internet of things iot wireless front and back ends service discovery,Computer Science,20,75.0
ECE,85,85,Specialization,biology molecular biology dynamical systems matlab,Health,6,85.0
CS,85,85,Specialization,storyboarding map tableau software data visualization dataviz data virtualization visualization computer graphics data analysis visual analytics interactive visualization,Data Science,18,85.0
CSIT,85,85,Course,data sciencemachine learningdatabricks,Data Science,3,85.0
CS,65,65,Specialization,data science digital transformation artificial intelligence ai business strategy cloud computing deep learning jobs machine learning strategy swot analysis value proposition competitiveness,Data Science,22,65.0
CS,65,65,Course,reinforcement learning model developmentreinforcement learning trading algorithm optimizationreinforcement learning trading strategy developmentreinforcement learning trading algo development,Data Science,16,65.0
ECE,85,75,Specialization,credit technology cryptocurrency smart investing blockchain payment systems processing payments payment processing payment technology value propositions decentralization algorithms consensus algorithms blockchain as a business solution,Business,25,79.0
CSIT,85,75,Course,patient caresystems thinkingquality improvement,Health,4,79.0
CS,85,95,Specialization,text mining python programming pandas matplotlib numpy data cleansing data virtualization data visualization dataviz machine learning ml algorithms machine learning scikitlearn natural language toolkit nltk,Data Science,25,91.0
CSIT,75,75,Course,data sciencedeep learningartificial intelligence aijobsmachine learning,Data Science,6,75.0
ECE,85,85,Course,data sciencedeep learningmachine learningbig datadata mining,Data Science,6,85.0
CS,85,85,Course,promotion and marketing communicationsfood marketingmarketingbrand management,Business,6,85.0
CSIT,85,85,Course,web applicationfrontend web developmentreact web frameworkapplication development,Computer Science,7,85.0
CS,85,85,Course,software metricagile software developmentsoftware project managementsoftware metrics,Computer Science,7,85.0
CSIT,85,85,Professional Certificate,microsoft excelrelational databases rdbmsr programmingdata analysisdata visualization dataviz,Data Science,8,85.0
CSIT,75,75,Specialization,data structure hash table java programming objectoriented programming oop algorithms problem solving string computer science cryptography logic programming sorting algorithm trees data structures linked list,Computer Science,25,75.0
CSIT,85,85,Course,data sciencemachine learningdatabricks,Data Science,3,85.0
MCA,85,65,Course,data sciencepython librariespython programmingdata analysisdata visualization dataviz,Data Science,7,73.0
CSIT,85,95,Course,cloud databasespython programmingjupyter notebooksrelational database management system rdbmssql,Data Science,8,91.0
CS,85,95,Course,data sciencedata analysisdata visualization datavizr programming,Data Science,6,91.0
IT,75,75,Course,data sciencepython programmingdata analysispandasnumpy,Data Science,4,75.0
CSIT,85,85,Course,cluster analysisggplotr programmingexploratory data analysis,Data Science,5,85.0
CS,85,85,Course,python programmingmachine learning conceptsmachine learningdeep learning,Data Science,6,85.0
CS,85,95,Course,data visualization softwaretableau softwaredata virtualizationdata visualization dataviz,Data Science,7,91.0
CSIT,85,85,Course,statisticsr programmingrstudioexploratory data analysis,Data Science,4,85.0
ECE,75,75,Course,distribution strategiescustom training loopsbasic tensor functionalitygradienttape for optimization,Data Science,8,75.0
IT,85,85,Specialization,aws identity and access management networking on aws aws management console cloud computing aws security aws information privacy cloud management security cloud applications aws lambda amazon lex,Information Technology,27,85.0
CS,85,85,Course,data scienceethicsalgorithmsprivacyphilosophy,Data Science,2,85.0
CS,85,85,Course,biologyentomologyscienceecology,Health,1,85.0
IT,85,85,Specialization,debugging google cloud platform cloud storage application development cloud computing google compute engine google app engine gae data store application programming interfaces api cloud functions identity management idm cloud endpoints,Computer Science,30,85.0
CSIT,85,85,Course,data collectionepidemiologysurveillancedisease surveillance,Health,3,85.0
CSIT,85,85,Course,data analysiscommunicationinterpretationexploratory data analysis,Business,4,85.0
CSIT,85,85,Course,web applicationfrontend web developmentreact web frameworkapplication development,Computer Science,7,85.0
ECE,75,75,Course,data managementspreadsheetmicrosoft excelproblem solvingreal world,Computer Science,5,75.0
CS,75,75,Course,data managementdistributed file systemscloud storagebig datasql,Data Science,6,75.0
CS,85,75,Course,immunologytumour immunityautoimmunityinfectious diseases,Health,3,79.0
IT,85,85,Course,data sciencemethodologycrispdmdata analysisdata mining,Data Science,4,85.0
CS,85,75,Specialization,data science artificial intelligence ai information technology it architecture data architecture leadership deep learning jobs machine learning big data data mining management analytics,Data Science,23,79.0
CS,85,95,Course,data analysissimulationbusiness analyticsmathematical optimization,Data Science,4,91.0
ECE,85,75,Course,video game developmentunitygame designtechnologygame making,Computer Science,5,79.0
IT,85,85,Specialization,cloud platforms cloud api machine learning cloud databases cloud computing github devops,Information Technology,12,85.0
ECE,85,85,Specialization,cascading style sheets css html javascript sql django web framework hypertext transfer protocol http django template language get post objectoriented programming oop crosssite scripting forgery csrf user authentication sessions and cookies,Computer Science,31,85.0
